up_cluster_name,down_cluster_name,passengers_count,line_direction,timelaps,goal,line
LOUISE MICHEL,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),90.6613421533,ALL,ALL,ALL,tram-e
ALLIES,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),44.861397770900005,ALL,ALL,ALL,tram-e
VALLIER - LIBERATION,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),75.77257205379999,ALL,ALL,ALL,tram-e
CONDORCET,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),20.3500548815,ALL,ALL,ALL,tram-e
ALSACE-LORRAINE,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),223.7065606340999,ALL,ALL,ALL,tram-e
ESPLANADE CENTRE,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),2.9595251591,ALL,ALL,ALL,tram-e
CASAMAURES - VILLAGE,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),19.082277305999998,ALL,ALL,ALL,tram-e
HORLOGE,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),28.2225147562,ALL,ALL,ALL,tram-e
NERON,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),83.5454517311,ALL,ALL,ALL,tram-e
FIANCEY - PREDIEU,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),17.7848210717,ALL,ALL,ALL,tram-e
MURET,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),9.5016691072,ALL,ALL,ALL,tram-e
PONT DE VENCE,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),11.7435820686,ALL,ALL,ALL,tram-e
LA PINEA - ST ROBERT,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),11.526346695800001,ALL,ALL,ALL,tram-e
KARBEN,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),11.5771128783,ALL,ALL,ALL,tram-e
RAFOUR,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),26.975460135100004,ALL,ALL,ALL,tram-e
PALLUEL,HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),11.7594692417,ALL,ALL,ALL,tram-e
LOUISE MICHEL,PONT DE VENCE,81.1996794805,ALL,ALL,ALL,tram-e
ALLIES,PONT DE VENCE,49.13022910750001,ALL,ALL,ALL,tram-e
VALLIER - LIBERATION,PONT DE VENCE,104.15941523669996,ALL,ALL,ALL,tram-e
CONDORCET,PONT DE VENCE,84.58168069759999,ALL,ALL,ALL,tram-e
ALSACE-LORRAINE,PONT DE VENCE,466.47693824589993,ALL,ALL,ALL,tram-e
ESPLANADE CENTRE,PONT DE VENCE,19.6060903902,ALL,ALL,ALL,tram-e
CASAMAURES - VILLAGE,PONT DE VENCE,18.0616112907,ALL,ALL,ALL,tram-e
HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),PONT DE VENCE,3.56728479,ALL,ALL,ALL,tram-e
HORLOGE,PONT DE VENCE,13.9894457537,ALL,ALL,ALL,tram-e
NERON,PONT DE VENCE,96.7253610132,ALL,ALL,ALL,tram-e
FIANCEY - PREDIEU,PONT DE VENCE,136.8710493665,ALL,ALL,ALL,tram-e
MURET,PONT DE VENCE,24.704060566899997,ALL,ALL,ALL,tram-e
LA PINEA - ST ROBERT,PONT DE VENCE,48.43554997920001,ALL,ALL,ALL,tram-e
KARBEN,PONT DE VENCE,113.82510396189994,ALL,ALL,ALL,tram-e
RAFOUR,PONT DE VENCE,35.7290285541,ALL,ALL,ALL,tram-e
PALLUEL,PONT DE VENCE,37.46494774810001,ALL,ALL,ALL,tram-e
LOUISE MICHEL,CONDORCET,423.1656946022005,ALL,ALL,ALL,tram-e
ALLIES,CONDORCET,153.74978464169996,ALL,ALL,ALL,tram-e
VALLIER - LIBERATION,CONDORCET,137.2386607631999,ALL,ALL,ALL,tram-e
ALSACE-LORRAINE,CONDORCET,343.4295123511002,ALL,ALL,ALL,tram-e
ESPLANADE CENTRE,CONDORCET,5.4868037826,ALL,ALL,ALL,tram-e
CASAMAURES - VILLAGE,CONDORCET,20.661548507,ALL,ALL,ALL,tram-e
HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),CONDORCET,27.925145182,ALL,ALL,ALL,tram-e
HORLOGE,CONDORCET,32.1892842213,ALL,ALL,ALL,tram-e
NERON,CONDORCET,40.3557083094,ALL,ALL,ALL,tram-e
FIANCEY - PREDIEU,CONDORCET,17.5873114186,ALL,ALL,ALL,tram-e
MURET,CONDORCET,19.588040177299998,ALL,ALL,ALL,tram-e
PONT DE VENCE,CONDORCET,46.38464887760001,ALL,ALL,ALL,tram-e
LA PINEA - ST ROBERT,CONDORCET,67.72031911830001,ALL,ALL,ALL,tram-e
KARBEN,CONDORCET,22.3532714541,ALL,ALL,ALL,tram-e
RAFOUR,CONDORCET,17.9949505491,ALL,ALL,ALL,tram-e
PALLUEL,CONDORCET,50.64789837629999,ALL,ALL,ALL,tram-e
LOUISE MICHEL,VALLIER - LIBERATION,959.6798055311998,ALL,ALL,ALL,tram-e
ALLIES,VALLIER - LIBERATION,318.7577571326,ALL,ALL,ALL,tram-e
CONDORCET,VALLIER - LIBERATION,385.88043566429957,ALL,ALL,ALL,tram-e
ALSACE-LORRAINE,VALLIER - LIBERATION,1353.3471831041911,ALL,ALL,ALL,tram-e
ESPLANADE CENTRE,VALLIER - LIBERATION,33.6799940214,ALL,ALL,ALL,tram-e
CASAMAURES - VILLAGE,VALLIER - LIBERATION,24.7949882263,ALL,ALL,ALL,tram-e
HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),VALLIER - LIBERATION,67.2096926689,ALL,ALL,ALL,tram-e
HORLOGE,VALLIER - LIBERATION,89.46774609789996,ALL,ALL,ALL,tram-e
NERON,VALLIER - LIBERATION,37.0223798986,ALL,ALL,ALL,tram-e
FIANCEY - PREDIEU,VALLIER - LIBERATION,55.1722053439,ALL,ALL,ALL,tram-e
MURET,VALLIER - LIBERATION,42.513100838599996,ALL,ALL,ALL,tram-e
PONT DE VENCE,VALLIER - LIBERATION,67.7157855424,ALL,ALL,ALL,tram-e
LA PINEA - ST ROBERT,VALLIER - LIBERATION,74.2900575335,ALL,ALL,ALL,tram-e
KARBEN,VALLIER - LIBERATION,81.5580557614,ALL,ALL,ALL,tram-e
RAFOUR,VALLIER - LIBERATION,41.227056392399994,ALL,ALL,ALL,tram-e
PALLUEL,VALLIER - LIBERATION,40.46714722430001,ALL,ALL,ALL,tram-e
LOUISE MICHEL,ESPLANADE CENTRE,52.83896577749999,ALL,ALL,ALL,tram-e
ALLIES,ESPLANADE CENTRE,16.1849505358,ALL,ALL,ALL,tram-e
VALLIER - LIBERATION,ESPLANADE CENTRE,51.885623512900004,ALL,ALL,ALL,tram-e
CONDORCET,ESPLANADE CENTRE,16.2357542423,ALL,ALL,ALL,tram-e
ALSACE-LORRAINE,ESPLANADE CENTRE,61.32667940850002,ALL,ALL,ALL,tram-e
CASAMAURES - VILLAGE,ESPLANADE CENTRE,0.0,ALL,ALL,ALL,tram-e
HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),ESPLANADE CENTRE,10.0260546688,ALL,ALL,ALL,tram-e
HORLOGE,ESPLANADE CENTRE,5.110722549,ALL,ALL,ALL,tram-e
NERON,ESPLANADE CENTRE,0.0,ALL,ALL,ALL,tram-e
FIANCEY - PREDIEU,ESPLANADE CENTRE,12.3933629926,ALL,ALL,ALL,tram-e
MURET,ESPLANADE CENTRE,0.0,ALL,ALL,ALL,tram-e
PONT DE VENCE,ESPLANADE CENTRE,15.596086056,ALL,ALL,ALL,tram-e
LA PINEA - ST ROBERT,ESPLANADE CENTRE,18.9463856729,ALL,ALL,ALL,tram-e
KARBEN,ESPLANADE CENTRE,16.5894643078,ALL,ALL,ALL,tram-e
RAFOUR,ESPLANADE CENTRE,13.3902327677,ALL,ALL,ALL,tram-e
PALLUEL,ESPLANADE CENTRE,17.0814816944,ALL,ALL,ALL,tram-e
LOUISE MICHEL,KARBEN,60.335934308899986,ALL,ALL,ALL,tram-e
ALLIES,KARBEN,50.7471836153,ALL,ALL,ALL,tram-e
VALLIER - LIBERATION,KARBEN,64.4727255101,ALL,ALL,ALL,tram-e
CONDORCET,KARBEN,52.05402635149999,ALL,ALL,ALL,tram-e
ALSACE-LORRAINE,KARBEN,329.33125391649986,ALL,ALL,ALL,tram-e
ESPLANADE CENTRE,KARBEN,13.2000905158,ALL,ALL,ALL,tram-e
CASAMAURES - VILLAGE,KARBEN,0.0,ALL,ALL,ALL,tram-e
HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),KARBEN,45.866582914000006,ALL,ALL,ALL,tram-e
HORLOGE,KARBEN,12.2537278613,ALL,ALL,ALL,tram-e
NERON,KARBEN,31.4834793119,ALL,ALL,ALL,tram-e
FIANCEY - PREDIEU,KARBEN,22.7456806602,ALL,ALL,ALL,tram-e
MURET,KARBEN,7.1203464167,ALL,ALL,ALL,tram-e
PONT DE VENCE,KARBEN,123.54286952469997,ALL,ALL,ALL,tram-e
LA PINEA - ST ROBERT,KARBEN,85.70654228629999,ALL,ALL,ALL,tram-e
RAFOUR,KARBEN,4.7529871998,ALL,ALL,ALL,tram-e
PALLUEL,KARBEN,10.852142077900002,ALL,ALL,ALL,tram-e
LOUISE MICHEL,NERON,50.43417504799999,ALL,ALL,ALL,tram-e
ALLIES,NERON,26.143168627199998,ALL,ALL,ALL,tram-e
VALLIER - LIBERATION,NERON,27.085309800199997,ALL,ALL,ALL,tram-e
CONDORCET,NERON,65.6438638164,ALL,ALL,ALL,tram-e
ALSACE-LORRAINE,NERON,193.19325450539992,ALL,ALL,ALL,tram-e
ESPLANADE CENTRE,NERON,3.846417536,ALL,ALL,ALL,tram-e
CASAMAURES - VILLAGE,NERON,23.4379744594,ALL,ALL,ALL,tram-e
HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),NERON,61.776417349999996,ALL,ALL,ALL,tram-e
HORLOGE,NERON,20.965469343100004,ALL,ALL,ALL,tram-e
FIANCEY - PREDIEU,NERON,5.5184017157,ALL,ALL,ALL,tram-e
MURET,NERON,25.407093329899997,ALL,ALL,ALL,tram-e
PONT DE VENCE,NERON,26.767112138399998,ALL,ALL,ALL,tram-e
LA PINEA - ST ROBERT,NERON,22.756072438900002,ALL,ALL,ALL,tram-e
KARBEN,NERON,28.047162688800004,ALL,ALL,ALL,tram-e
RAFOUR,NERON,80.64119900619997,ALL,ALL,ALL,tram-e
PALLUEL,NERON,23.0948409339,ALL,ALL,ALL,tram-e
LOUISE MICHEL,HORLOGE,66.3664192432,ALL,ALL,ALL,tram-e
ALLIES,HORLOGE,18.9554127961,ALL,ALL,ALL,tram-e
VALLIER - LIBERATION,HORLOGE,46.392391098500006,ALL,ALL,ALL,tram-e
CONDORCET,HORLOGE,73.9565338429,ALL,ALL,ALL,tram-e
ALSACE-LORRAINE,HORLOGE,207.19418337160005,ALL,ALL,ALL,tram-e
ESPLANADE CENTRE,HORLOGE,4.0155594313,ALL,ALL,ALL,tram-e
CASAMAURES - VILLAGE,HORLOGE,7.46058712,ALL,ALL,ALL,tram-e
HOTEL DE VILLE (SAINT-MARTIN-LE-VINOUX),HORLOGE,18.298465386700002,ALL,ALL,ALL,tram-e
NERON,HORLOGE,28.0601143396,ALL,ALL,ALL,tram-e
FIANCEY - PREDIEU,HORLOGE,5.7833877708,ALL,ALL,ALL,tram-e
MURET,HORLOGE,5.5184017157,ALL,ALL,ALL,tram-e
PONT DE VENCE,HORLOGE,40.47596523759999,ALL,ALL,ALL,tram-e
LA PINEA - ST ROBERT,HORLOGE,20.932277157399998,ALL,ALL,ALL,tram-e
