cluster_name,target_line,passengers_count,up_down,line_direction,timelaps,goal,line
PREMOL,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
CENTRE SOCIO-CULTUREL,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
ROBESPIERRE,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
BEL AIR (EYBENS),Tram C,0.0,up,ALL,ALL,ALL,ligne-13
LE MARAIS,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
PAUL ELUARD,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
PIERRE LOTI,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
LEON JOUHAUX,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
PAUL COCAT,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
ANDRE ARGOUGES,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
LES BAINS,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
EDISON,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
CLEMENCEAU,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
AUGUSTE RAVIER,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
DRIANT,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
CHAVANT,Tram C,260.2370009925001,up,ALL,ALL,ALL,ligne-13
DOCTEUR MARTIN,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
VERDUN - PREFECTURE,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
MUTUALITE,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
SAINT-ROCH,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
CIMETIERE DU GRAND SABLON,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
HOPITAL MICHALLON,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
LA TRONCHE HOPITAL,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
COMMANDANT NAL,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
MUSEE HEBERT,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
CENTRE THEOLOGIQUE,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
LE CEDRE,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
JULES FLANDRIN,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
GRESIVAUDAN,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
PLACE DE LA LOUISIANE,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
AIGUINARDS-HEXAGONE,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
LA REVIREE,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
FACULTE DE PHARMACIE,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
LYCEE DU GRESIVAUDAN - BACHAIS,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
LYCEE DU GRESIVAUDAN,Tram C,0.0,up,ALL,ALL,ALL,ligne-13
PREMOL,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
CENTRE SOCIO-CULTUREL,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
ROBESPIERRE,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
BEL AIR (EYBENS),Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
LE MARAIS,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
PAUL ELUARD,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
PIERRE LOTI,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
LEON JOUHAUX,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
PAUL COCAT,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
ANDRE ARGOUGES,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
LES BAINS,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
EDISON,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
CLEMENCEAU,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
AUGUSTE RAVIER,Ligne non précisée,0.0,up,ALL,ALL,ALL,ligne-13
